,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
1418,Apartment,Private room,Real Bed,21,40,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,2,181,0,1
1419,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,0,1,73,1,45,0,1
1420,Condominium,Entire home/apt,Real Bed,5,28,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,6,2,4,1,2,269,0,6
1421,Apartment,Entire home/apt,Real Bed,6,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,4,1,2,5,1,31,0,1
1422,Apartment,Entire home/apt,Real Bed,2,330,moderate,3/8/2019 5:00,3/8/2019 5:00,6,2,5,17,2,500,0,6
1423,Apartment,Entire home/apt,Real Bed,2,25,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,18,1,97,0,1
1424,Apartment,Entire home/apt,Real Bed,14,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,3,4,2,1,125,5,2
1425,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,1,1,1,3,1,65,0,1
1426,Apartment,Entire home/apt,Real Bed,32,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,1,5,1,100,0,1
1427,Apartment,Entire home/apt,Real Bed,2,31,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,3,1,2,3,1,70,10,2
1428,Loft,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,1,14,1,754,300,2
1429,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,2,1,1,13,1,50,0,1
1430,Apartment,Private room,Real Bed,2,5,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,119,0,1
1431,Condominium,Entire home/apt,Real Bed,10,21,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,2,2,1,129,0,1
1432,Apartment,Entire home/apt,Real Bed,32,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,4,1,2,2,1,90,0,1
1433,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,2,1,1,3,1,95,0,1
1434,House,Private room,Real Bed,1,7,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,2,62,1,50,15,2
1435,Apartment,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,2,2,5,1.5,149,0,1
1436,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,5,4,4,1,2,70,0,1
1437,Bungalow,Entire home/apt,Real Bed,2,31,moderate,3/6/2019 5:00,3/6/2019 5:00,4,2,0,2,1.5,469,0,1
1438,House,Private room,Real Bed,2,30,moderate,3/7/2019 5:00,3/7/2019 5:00,1,1,1,25,1,58,25,1
1439,Apartment,Entire home/apt,Real Bed,4,9,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,0,1,32,1,175,0,1
1440,Apartment,Private room,Real Bed,5,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,61,1,103,20,1
1441,House,Private room,Real Bed,1,31,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,102,1,60,0,1
1442,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,0,2,50,1,50,20,2
1443,Apartment,Private room,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,635,0,1
1444,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,74,1,30,0,1
1445,Apartment,Entire home/apt,Real Bed,1,6,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,3,1,110,0,1
1446,Townhouse,Entire home/apt,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,4,1,2,74,1,109,10,2
1447,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,5,1,2,24,1,190,0,1
1448,Apartment,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,22,1,19,10,1
1449,House,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,6,2,3,45,2.5,160,20,4
1450,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,1,4,92,1,45,10,2
1451,Apartment,Private room,Real Bed,1,30,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,92,1,44,12,1
1452,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,4,1,1,4,1,119,0,1
1453,Condominium,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,1,1,0,2,442,0,1
1454,Apartment,Entire home/apt,Real Bed,4,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,7,1,620,0,1
1455,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,179,0,1
1456,Apartment,Entire home/apt,Real Bed,3,330,moderate,3/8/2019 5:00,3/8/2019 5:00,6,2,4,19,2,500,0,6
1457,Apartment,Entire home/apt,Real Bed,1,1109,flexible,2/11/2019 5:00,2/11/2019 5:00,4,1,2,0,2,1999,0,1
1458,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,4,2,2,1,1,181,0,1
1459,Apartment,Entire home/apt,Real Bed,1,1120,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,2,99,1,135,15,2
1460,House,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,2,2,140,1,199,50,4
1461,Guest suite,Private room,Real Bed,3,30,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,1,1,1,13,1,251,100,1
1462,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,8,3,5,14,2,400,0,1
1463,Apartment,Entire home/apt,Real Bed,3,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,3,0,2,57,1,99,30,2
1464,House,Entire home/apt,Real Bed,5,90,moderate,3/11/2019 4:00,3/11/2019 4:00,2,0,2,20,1,75,20,2
1465,Apartment,Private room,Real Bed,5,100,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,2,124,1,15,5,1
1466,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,1,1,213,0,1
1467,Apartment,Private room,Real Bed,2,14,flexible,3/6/2019 5:00,3/6/2019 5:00,2,1,1,2,1,39,0,1
1468,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,3,0,1,24,1,997,300,2
1469,Serviced apartment,Entire home/apt,Real Bed,1,30,flexible,2/16/2019 5:00,2/16/2019 5:00,4,1,4,86,1,50,7,2
1470,Serviced apartment,Entire home/apt,Real Bed,32,360,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,3,2,2,0,1,60,20,1
1471,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,1,8,1,90,25,2
1472,Condominium,Private room,Real Bed,2,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,24,1,36,20,1
1473,Boutique hotel,Private room,Real Bed,2,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,1,1,179,0,1
1474,House,Entire home/apt,Real Bed,5,21,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,7,4,4,5,3,695,0,1
1475,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,3,4,7,1,60,27,2
1476,Apartment,Private room,Real Bed,3,6,flexible,3/8/2019 5:00,3/8/2019 5:00,1,1,1,100,1,20,0,1
1477,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,6,2,4,103,2,85,15,4
1478,Apartment,Entire home/apt,Real Bed,3,150,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,2,2,0,1,130,0,1
1479,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,62,1,53,25,1
1480,House,Entire home/apt,Real Bed,1,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,6,2,3,151,1,161,20,1
1481,House,Private room,Real Bed,3,28,flexible,3/7/2019 5:00,3/7/2019 5:00,1,1,1,6,1,47,22,1
1482,Cottage,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,0,1,257,1,175,35,3
1483,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,9,3,5,27,2,1484,100,1
1484,Apartment,Entire home/apt,Real Bed,2,90,moderate,2/16/2019 5:00,2/16/2019 5:00,6,4,6,11,2,105,15,4
1485,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,64,1,353,0,1
1486,Apartment,Entire home/apt,Real Bed,3,7,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,314,0,1
1487,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,3,2,2,5,1,100,9,2
1488,Apartment,Private room,Real Bed,2,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,3,1,3,1,1,148,0,1
1489,Cabin,Entire home/apt,Real Bed,2,120,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,54,1,60,10,2
1490,House,Private room,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,29,2,40,0,1
1491,Apartment,Private room,Real Bed,1,90,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,144,1,93,50,2
1492,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,6,2,4,12,2,200,20,4
1493,Bed and breakfast,Private room,Real Bed,2,90,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,44,1.5,45,10,1
1494,Apartment,Entire home/apt,Real Bed,2,16,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,2,2,24,1,134,0,1
1495,Apartment,Entire home/apt,Real Bed,2,3,flexible,3/11/2019 4:00,3/11/2019 4:00,2,0,1,0,1,46,25,1
1496,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,4,0,1,78,1,55,8,2
1497,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,0,0,51,1,125,0,1
1498,Guest suite,Entire home/apt,Real Bed,1,14,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,2,2,61,1,110,10,2
1499,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,65,1,338,0,1
1500,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,5,2,2,11,1,761,100,4
1501,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,1,2,67,1,110,0,4
1502,Apartment,Private room,Real Bed,5,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,8,1,100,15,1
1503,Apartment,Entire home/apt,Real Bed,4,365,moderate,2/18/2019 5:00,2/18/2019 5:00,8,4,4,15,3,501,0,1
1504,Guest suite,Entire home/apt,Real Bed,2,1126,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,9,1,151,50,2
1505,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,4,1,1,23,1,260,0,1
1506,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,6,1,3,56,1,200,15,2
1507,Apartment,Private room,Real Bed,5,90,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,2,99,1,15,5,1
1508,Villa,Entire home/apt,Real Bed,5,90,super_strict_30,3/6/2019 5:00,3/6/2019 5:00,6,2,2,5,3,380,0,2
1509,Apartment,Private room,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,4,2,4,45,1.5,140,70,2
1510,Apartment,Private room,Pull-out Sofa,2,180,moderate,3/6/2019 5:00,3/6/2019 5:00,2,0,1,40,1,45,15,1
1511,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,71,1,400,50,2
1512,House,Private room,Real Bed,4,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,8,4,5,2,3,595,20,8
1513,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,1,87,1,60,10,2
1514,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,69,1,131,40,1
1515,Apartment,Private room,Real Bed,2,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,22,1,52,7,1
1516,Apartment,Entire home/apt,Real Bed,3,120,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,1,43,1,110,0,3
1517,House,Entire home/apt,Real Bed,3,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,8,4,5,21,3.5,417,25,8
1518,Loft,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,3,1,2,257,1,100,20,2
1519,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,0,1,59,1,148,0,1
1520,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,2,1,110,0,2
1521,Loft,Entire home/apt,Real Bed,3,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,1,1,1,23,1,68,0,1
1522,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,2,0,1,23,1,55,10,2
1523,Apartment,Private room,Real Bed,1,6,flexible,3/6/2019 5:00,3/6/2019 5:00,1,1,1,3,1,150,0,1
1524,Apartment,Entire home/apt,Real Bed,10,10,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,2,1,70,0,1
1525,Bungalow,Private room,Real Bed,1,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,4,2,2,123,1,95,55,2
1526,Apartment,Shared room,Pull-out Sofa,2,28,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,41,1,314,0,1
1527,Apartment,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,1,1,1,3,2,224,112,1
1528,Apartment,Entire home/apt,Real Bed,12,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,2,2,2,2,699,80,3
1529,Apartment,Private room,Real Bed,1,5,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,2,16,1,45,10,1
1530,Guest suite,Entire home/apt,Real Bed,4,30,moderate,3/6/2019 5:00,3/6/2019 5:00,2,1,1,31,1,68,10,1
1531,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,2,1,1,13,1,49,10,2
1532,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,2,40,1,141,25,2
1533,House,Private room,Real Bed,1,15,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,16,1,73,15,1
1534,Apartment,Private room,Real Bed,3,1124,moderate,3/8/2019 5:00,3/8/2019 5:00,3,2,2,59,1,29,25,2
1535,Apartment,Private room,Real Bed,4,30,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,2,105,0,1
1536,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,1,2,25,1,110,10,2
1537,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,2,2,0,1,74,0,2
1538,House,Entire home/apt,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,33,1,80,0,1
1539,Apartment,Entire home/apt,Real Bed,3,300,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,28,2,129,25,4
1540,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,2,1,2,51,1,21,0,1
1541,Townhouse,Private room,Real Bed,1,3,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,1,1,1,379,2,48,200,1
1542,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,6,2,4,33,1.5,64,0,1
1543,Apartment,Entire home/apt,Real Bed,180,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,89,0,2
1544,Apartment,Entire home/apt,Real Bed,1,30,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,69,0,1
1545,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,2,2,121,1,60,10,2
1546,House,Entire home/apt,Real Bed,14,24,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,6,3,3,1,3,395,0,1
1547,Apartment,Entire home/apt,Real Bed,1,120,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,6,2,3,77,1,350,40,4
1548,Apartment,Entire home/apt,Real Bed,3,90,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,64,1,99,10,2
1549,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,2,3,10,1,589,60,4
1550,Apartment,Entire home/apt,Real Bed,1,14,moderate,3/11/2019 4:00,3/11/2019 4:00,3,1,2,18,1,40,0,1
1551,Apartment,Entire home/apt,Real Bed,2,700,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,3,1,55,15,2
1552,Apartment,Entire home/apt,Real Bed,4,1120,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,7,4,5,32,2,200,0,1
1553,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,1,26,1,35,10,2
1554,Guest suite,Private room,Real Bed,1,5,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,447,100,1
1555,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,4,2,2,1,2,903,0,1
1556,Condominium,Entire home/apt,Real Bed,1,1124,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,1,16,1,250,35,2
1557,Apartment,Entire home/apt,Real Bed,3,14,moderate,3/6/2019 5:00,3/6/2019 5:00,4,1,2,70,1,96,10,3
1558,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,1,0,1,0,1,181,0,1
1559,Townhouse,Entire home/apt,Real Bed,1,15,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,6,3,4,171,1,55,0,1
1560,Apartment,Entire home/apt,Real Bed,1,30,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,1,48,1,89,40,1
1561,Apartment,Private room,Real Bed,10,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,1,1,1,4,1.5,196,0,1
1562,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,8,4,7,80,1.5,100,20,6
1563,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,1,2,38,1,99,20,2
1564,Apartment,Private room,Real Bed,2,15,flexible,3/11/2019 4:00,3/11/2019 4:00,3,1,2,15,1,40,15,2
1565,Apartment,Private room,Real Bed,2,360,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,2,1,1,14,1,53,40,1
1566,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,2,104,1,34,30,2
1567,Apartment,Private room,Real Bed,1,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,84,0,1
1568,House,Entire home/apt,Real Bed,2,35,moderate,3/7/2019 5:00,3/7/2019 5:00,6,4,4,56,1,264,0,6
1569,Apartment,Private room,Real Bed,2,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,2,1,1,3,1.5,54,0,1
1570,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,2,10,1,119,50,1
1571,House,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,14,4,4,2,4,343,25,8
1572,House,Shared room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,100,0,1
1573,Apartment,Private room,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,1,2,2,6,1,353,150,1
1574,Apartment,Entire home/apt,Real Bed,7,100,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,1,2,4,1,35,25,1
1575,Condominium,Entire home/apt,Real Bed,31,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,4,0,1,19,1,94,0,1
1576,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,6,2,2,0,1,765,0,6
1577,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,88,1,447,100,1
1578,House,Entire home/apt,Real Bed,2,16,flexible,3/11/2019 4:00,3/11/2019 4:00,6,3,3,9,1.5,189,40,3
1579,Condominium,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,1,2,1,1,113,0,4
1580,House,Private room,Real Bed,3,25,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,47,1,53,0,1
1581,Apartment,Entire home/apt,Real Bed,1,30,moderate,2/11/2019 5:00,2/11/2019 5:00,3,2,1,1,2,321,95,1
1582,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,10,5,10,3,3.5,160,0,1
1583,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,3,0,21,1,350,0,1
1584,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,47,2,14,15,1
1585,Serviced apartment,Entire home/apt,Real Bed,4,1124,moderate,2/11/2019 5:00,2/11/2019 5:00,8,2,4,2,2,601,50,4
1586,Apartment,Entire home/apt,Real Bed,4,20,flexible,3/11/2019 4:00,3/11/2019 4:00,4,2,2,2,1,50,8,1
1587,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,2,1,81,0,1
1588,Apartment,Entire home/apt,Real Bed,4,21,flexible,3/7/2019 5:00,3/7/2019 5:00,4,2,2,1,1,139,0,1
1589,Apartment,Private room,Real Bed,1,30,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,1,1,142,60,1
1590,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,6,1,801,0,1
1591,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,3,1,1,38,1,150,0,1
1592,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,12,3,6,9,2,1397,0,1
1593,Loft,Entire home/apt,Real Bed,1,7,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,5,1,301,10,2
1594,Apartment,Entire home/apt,Real Bed,3,28,moderate,3/11/2019 4:00,3/11/2019 4:00,4,1,4,111,1,75,0,1
1595,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,6,3,3,100,1,315,40,6
1596,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,6,2,4,125,2,140,15,4
1597,Apartment,Private room,Real Bed,1,21,flexible,3/6/2019 5:00,3/6/2019 5:00,1,3,1,0,1,30,0,1
1598,Apartment,Entire home/apt,Real Bed,3,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,3,1,2,14,1,195,0,1
1599,Apartment,Entire home/apt,Real Bed,3,28,moderate,2/16/2019 5:00,2/16/2019 5:00,8,3,4,12,2,200,25,9
1600,Apartment,Private room,Real Bed,2,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,2,1,1,3,1,120,0,1
1601,Apartment,Private room,Real Bed,1,3,flexible,3/6/2019 5:00,3/6/2019 5:00,1,1,1,0,1,75,0,1
1602,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,6,2,2,71,1,75,10,4
1603,Guest suite,Entire home/apt,Real Bed,1,2,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,3,1,300,0,2
1604,Condominium,Entire home/apt,Real Bed,2,21,super_strict_30,3/6/2019 5:00,3/6/2019 5:00,4,1,1,7,1,377,0,1
1605,Apartment,Private room,Real Bed,2,90,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,27,1,38,20,1
1606,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,1,2,24,1,197,20,2
1607,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,2,2,21,1,75,25,4
1608,Apartment,Private room,Real Bed,1,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,2,1,1,0,1,78,170,1
1609,House,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,5,2,2,79,1,31,15,4
1610,Apartment,Entire home/apt,Real Bed,4,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,4,1,4,35,1,106,0,1
1611,Guesthouse,Entire home/apt,Real Bed,2,60,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,6,2,3,60,1,299,0,1
1612,House,Entire home/apt,Real Bed,4,21,moderate,3/7/2019 5:00,3/7/2019 5:00,7,3,3,3,2.5,274,0,1
1613,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,1,74,1,145,10,2
