,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
3995,Apartment,Entire home/apt,Real Bed,2,16,flexible,3/11/2019 4:00,3/11/2019 4:00,5,2,2,1,1.5,200,0,1
3996,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,1,7,1,699,80,2
3997,House,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,74,0,1
3998,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,3,1,2,3,1,1853,0,1
3999,Apartment,Entire home/apt,Real Bed,6,24,flexible,2/11/2019 5:00,2/11/2019 5:00,6,3,5,0,3,981,0,1
4000,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,13,1,40,0,1
4001,House,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,2,2,7,2,200,30,2
4002,House,Entire home/apt,Real Bed,2,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,6,2,3,0,1,100,0,1
4003,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,7,3,6,0,3,500,0,1
4004,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,6,2,4,0,2,326,0,6
4005,Apartment,Entire home/apt,Real Bed,2,8,flexible,3/11/2019 4:00,3/11/2019 4:00,4,2,2,0,1,140,0,1
4006,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,8,3,4,2,1,1201,150,4
4007,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,6,3,3,0,3,351,0,1
4008,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,6,2,3,0,2.5,553,0,6
4009,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,4,1,2,0,2,171,0,4
4010,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,4,1,2,0,1,139,0,4
4011,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,0,1,9,1,90,0,1
4012,Apartment,Entire home/apt,Real Bed,2,2,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,1,1,70,0,1
4013,Apartment,Entire home/apt,Real Bed,1,6,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,1,1,575,0,1
4014,Apartment,Private room,Real Bed,20,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,1,1,1,0,1,16,0,1
4015,Apartment,Entire home/apt,Real Bed,2,180,moderate,2/18/2019 5:00,2/18/2019 5:00,4,1,4,1,1.5,1192,208,2
4016,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,2,3,2,2,100,0,1
4017,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,4,1,2,0,1,189,0,4
4018,Apartment,Entire home/apt,Real Bed,5,14,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,0,1,1,1,161,0,1
4019,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,4,2,2,0,1.5,501,0,1
4020,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,6,2,0,1,2,140,20,4
4021,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,5,1,3,0,2,175,0,1
4022,Apartment,Shared room,Real Bed,3,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,12,1,12,0,3,251,250,1
4023,Apartment,Entire home/apt,Real Bed,3,31,moderate,3/8/2019 5:00,3/8/2019 5:00,8,4,7,1,2,330,30,6
4024,House,Entire home/apt,Real Bed,2,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,4,1,179,0,1
4025,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,3,0,2,1,1,250,0,1
4026,Apartment,Entire home/apt,Real Bed,3,15,flexible,2/18/2019 5:00,2/18/2019 5:00,3,1,2,1,1,301,0,1
4027,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,1,1,0,1,80,0,1
4028,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,1,1,60,20,2
4029,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,6,2,4,6,1,200,25,4
4030,Apartment,Private room,Real Bed,2,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,2,1,40,0,1
4031,Apartment,Entire home/apt,Real Bed,1,14,flexible,3/11/2019 4:00,3/11/2019 4:00,3,1,1,4,1,70,0,1
4032,Serviced apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,1,1,1,250,0,1
4033,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,2,2,6,1,99,0,1
4034,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,3,2,3,38,1,25,25,1
4035,Apartment,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,4,1,23,0,1
4036,Apartment,Entire home/apt,Real Bed,1,7,moderate,3/7/2019 5:00,3/7/2019 5:00,3,1,0,0,1,210,0,1
4037,Apartment,Private room,Real Bed,1,7,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,6,1,39,0,1
4038,Apartment,Entire home/apt,Real Bed,2,45,flexible,2/18/2019 5:00,2/18/2019 5:00,3,1,1,0,1,227,0,1
4039,Apartment,Private room,Real Bed,2,40,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,4,1,400,0,1
4040,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,3,1,1123,0,1
4041,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,1,1,1,4,1,353,50,1
4042,Guesthouse,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,1,1,89,0,1
4043,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,8,3,5,1,3,791,0,1
4044,Bed and breakfast,Shared room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,2,3,1,58,0,1
4045,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,2,1,2,56,1,121,0,1
4046,Condominium,Entire home/apt,Real Bed,6,90,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,6,2,3,1,2,397,0,6
4047,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,6,1,1,0,1,200,5,2
4048,Apartment,Private room,Real Bed,5,150,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,1,1,447,100,1
4049,Townhouse,Private room,Real Bed,3,28,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,104,1,151,35,1
4050,Boutique hotel,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,6,2,2,2,2,221,50,2
4051,House,Entire home/apt,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,1,1,196,0,1
4052,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,2,0,1,81,7,2
4053,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,1,31,1,350,25,4
4054,Condominium,Entire home/apt,Real Bed,14,31,moderate,3/11/2019 4:00,3/11/2019 4:00,4,2,2,1,1,55,0,1
4055,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,2,1,1,1,1,60,0,1
4056,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,0,1,6,1,160,0,1
4057,Apartment,Private room,Real Bed,10,365,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,63,0,1
4058,Condominium,Private room,Real Bed,1,365,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,0,1,518,0,1
4059,Aparthotel,Shared room,Real Bed,1,30,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,4,1,4,0,1,79,77,1
4060,Apartment,Private room,Real Bed,120,360,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,10,1,1,0,3,10,0,1
4061,Apartment,Private room,Real Bed,1,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,1,0,1,38,0,1
4062,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,2,2,0,1,45,22,2
4064,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,1,3,1,1,50,20,1
4065,Guest suite,Private room,Real Bed,2,30,flexible,3/11/2019 4:00,3/11/2019 4:00,1,0,1,2,1,400,0,1
4066,Apartment,Private room,Real Bed,2,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,2,8,1,85,0,1
4067,Boutique hotel,Private room,Real Bed,1,30,flexible,2/18/2019 5:00,2/18/2019 5:00,16,1,1,0,1,121,50,1
4068,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,2,0,2,0,1,833,0,1
4069,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,1,2,283,0,1
4070,House,Entire home/apt,Real Bed,3,10,flexible,2/11/2019 5:00,2/11/2019 5:00,6,2,3,0,2,500,0,1
4071,Apartment,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,1,1,1,0,1,399,0,1
4072,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,7,2,4,5,1,266,0,1
4073,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,1,1,138,75,2
4074,Apartment,Shared room,Real Bed,29,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,173,0,1
4075,Apartment,Entire home/apt,Real Bed,3,548,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,2,3,0,1,96,20,2
4076,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,2,2,0,1,90,0,1
4077,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,0,2,0,1,620,0,1
4078,Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,10,1,447,0,1
4079,Apartment,Entire home/apt,Real Bed,1,1125,super_strict_30,2/18/2019 5:00,2/18/2019 5:00,5,3,3,0,2,1698,0,5
4080,House,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,0,1,1,1,581,0,1
4081,Apartment,Private room,Real Bed,1,14,flexible,2/11/2019 5:00,2/11/2019 5:00,3,1,2,0,1,78,55,1
4082,Apartment,Private room,Real Bed,1,14,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,1,15,1,1005,118,1
4083,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,3,1,2,0,1,50,0,1
4084,Apartment,Entire home/apt,Real Bed,1,180,moderate,3/8/2019 5:00,3/8/2019 5:00,6,3,5,1,2,98,20,6
4085,Condominium,Private room,Real Bed,2,7,flexible,2/16/2019 5:00,2/16/2019 5:00,4,2,2,0,1,50,0,1
4086,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,0,1,0,1,60,0,1
4087,Apartment,Entire home/apt,Real Bed,3,60,moderate,2/11/2019 5:00,2/11/2019 5:00,4,2,2,1,2,261,50,3
4088,Condominium,Private room,Real Bed,5,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,3,1,1,2,1,85,20,1
4089,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,4,1,3,3,1,151,0,1
4090,Apartment,Entire home/apt,Real Bed,1,10,moderate,2/11/2019 5:00,2/11/2019 5:00,5,1,3,0,1,201,50,4
4091,Apartment,Private room,Real Bed,5,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,2,1,20,0,1
4092,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,0,1,7,1,38,0,1
4093,Townhouse,Private room,Real Bed,2,34,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,3,1,60,0,1
4094,Apartment,Entire home/apt,Real Bed,32,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,13,6,12,0,3.5,168,0,1
4095,House,Private room,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,75,0,1
4096,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,2,2,0,1,89,0,1
4097,Camper/RV,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,0,2,0,1,59,0,2
4098,Apartment,Entire home/apt,Real Bed,4,7,flexible,2/11/2019 5:00,2/11/2019 5:00,4,2,4,0,1,164,140,1
4099,Apartment,Entire home/apt,Real Bed,2,100,flexible,2/18/2019 5:00,2/18/2019 5:00,4,1,1,0,1,475,89,2
4100,Boutique hotel,Private room,Real Bed,1,30,flexible,2/18/2019 5:00,2/18/2019 5:00,3,1,2,0,1,221,0,1
4101,Apartment,Private room,Real Bed,10,30,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,399,0,1
4102,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,179,0,1
4103,Apartment,Entire home/apt,Real Bed,7,365,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,24,1,801,392,2
4104,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,4,1,4,0,1,601,0,1
4105,Apartment,Private room,Real Bed,1,7,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,2,0,1,100,0,1
4106,Apartment,Entire home/apt,Real Bed,1,30,flexible,2/18/2019 5:00,2/18/2019 5:00,3,2,2,0,1,163,0,1
4107,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,6,3,4,1,2,399,0,5
4108,Apartment,Entire home/apt,Real Bed,2,4,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,85,0,1
4109,Apartment,Entire home/apt,Real Bed,2,1000,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,1,3,1,1,39,10,2
4110,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,6,1,3,11,1,848,0,1
4111,Apartment,Private room,Real Bed,1,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,2,6,1,25,0,1
4112,Bed and breakfast,Private room,Real Bed,2,30,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,2,1,18,5,1
4113,Apartment,Private room,Real Bed,10,56,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,23,7,1
4114,Apartment,Private room,Real Bed,1,6,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,1,1,1,0,1,90,50,1
4115,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,5,2,2,16,2,474,0,1
4116,Apartment,Private room,Real Bed,30,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,1,0,1,15,0,1
4117,Apartment,Private room,Real Bed,2,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,2,0,1,127,50,2
4118,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,12,6,10,1,4,600,0,1
4119,Apartment,Private room,Real Bed,2,10,flexible,2/11/2019 5:00,2/11/2019 5:00,1,1,1,0,1,71,0,1
4120,Serviced apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,148,60,1
4121,Apartment,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,78,0,1
4122,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,2,2,0,1,42,0,1
4123,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,3,1,3,0,2,60,0,1
4124,Apartment,Private room,Real Bed,3,30,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,10,1,149,75,1
4125,Condominium,Entire home/apt,Real Bed,5,28,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,6,2,2,0,2,423,0,6
4126,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,10,4,4,0,2,150,10,6
4127,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,8,3,7,0,3,89,0,1
4128,Apartment,Private room,Real Bed,2,100,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,400,0,2
4129,House,Shared room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,157,0,1
4130,Apartment,Private room,Real Bed,1,30,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,502,0,1
4131,Condominium,Private room,Real Bed,4,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,0,2,10,0,2
4132,Apartment,Shared room,Real Bed,29,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,243,0,1
4133,Apartment,Private room,Real Bed,29,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,243,0,1
4134,Boutique hotel,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,385,0,1
4135,Townhouse,Entire home/apt,Real Bed,3,182,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,8,2,6,0,2,341,0,1
4136,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,2,0,1,30,0,1
4137,Apartment,Entire home/apt,Real Bed,1,365,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,2,1,1,0,1,230,17,2
4138,Apartment,Private room,Real Bed,2,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,35,0,1
4139,Apartment,Private room,Real Bed,1,28,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,1,1,80,50,1
4140,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,7,4,4,1,3,120,25,3
4141,Condominium,Entire home/apt,Real Bed,7,7,flexible,3/6/2019 5:00,3/6/2019 5:00,6,2,4,0,1,225,0,1
4142,Bed and breakfast,Private room,Real Bed,1,30,flexible,3/11/2019 4:00,3/11/2019 4:00,3,0,2,0,1,447,0,1
4143,Condominium,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,0,1,597,0,1
4144,House,Private room,Real Bed,1,3,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,58,0,1
4145,Apartment,Entire home/apt,Real Bed,2,5,flexible,3/11/2019 4:00,3/11/2019 4:00,4,1,1,0,1,60,0,1
4146,Condominium,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,5,2,2,1,1,64,20,1
4147,Apartment,Entire home/apt,Real Bed,1,7,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,151,0,1
4148,Serviced apartment,Entire home/apt,Real Bed,2,12,moderate,2/11/2019 5:00,2/11/2019 5:00,3,1,2,1,1,459,0,1
4149,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,447,0,1
4150,Boutique hotel,Private room,Real Bed,2,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,237,0,1
4151,Villa,Private room,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,1,1,60,30,2
4152,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,3,10,1.5,257,0,1
4154,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,16,8,10,0,2,199,40,12
4155,Apartment,Entire home/apt,Real Bed,32,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,5,2,2,0,1,72,0,1
4156,Apartment,Shared room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,2,1,1,74,0,1
4157,Boutique hotel,Private room,Real Bed,1,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,2,0,1,150,150,2
4158,Apartment,Private room,Real Bed,1,5,flexible,3/8/2019 5:00,3/8/2019 5:00,1,0,1,4,1,30,0,1
4159,Apartment,Private room,Real Bed,1,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,1,1,1,0,1,125,0,1
4160,Apartment,Entire home/apt,Real Bed,31,365,flexible,3/8/2019 5:00,3/8/2019 5:00,6,2,4,0,1,46,5,5
4161,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,3,0,1,0,1,221,0,1
4162,Apartment,Entire home/apt,Real Bed,2,14,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,6,1,109,0,1
4163,Hotel,Private room,Real Bed,1,30,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,195,0,1
4164,Apartment,Private room,Real Bed,3,20,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,3,1,2,6,1,35,15,2
4165,Townhouse,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,1,1,1,4,2.5,37,40,1
4166,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,6,3,4,0,3,3544,0,1
4167,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,4,2,2,5,1,79,0,1
4168,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,3,0,3,1,1,101,0,1
4169,Hostel,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,2,0,1,534,0,1
4170,Apartment,Shared room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,10,1,1,0,2,58,0,1
4171,Apartment,Shared room,Real Bed,29,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,188,0,1
4172,Apartment,Private room,Real Bed,1,1,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,44,10,1
4173,Apartment,Private room,Real Bed,2,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,1,0,1,55,0,1
4174,Apartment,Entire home/apt,Real Bed,5,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,4,2,2,0,1,1119,0,1
4175,Condominium,Entire home/apt,Real Bed,2,20,flexible,2/16/2019 5:00,2/16/2019 5:00,7,3,5,0,2,79,0,1
4176,Apartment,Entire home/apt,Real Bed,4,21,flexible,2/18/2019 5:00,2/18/2019 5:00,4,0,1,0,1,248,0,1
4177,Apartment,Private room,Real Bed,5,30,flexible,3/7/2019 5:00,3/7/2019 5:00,1,1,1,0,1,43,0,1
4178,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,7,2,4,1,1,1052,100,4
4179,Apartment,Entire home/apt,Real Bed,2,90,moderate,2/11/2019 5:00,2/11/2019 5:00,2,1,1,23,1,108,45,2
4180,Apartment,Entire home/apt,Real Bed,2,1084,flexible,3/11/2019 4:00,3/11/2019 4:00,4,2,2,3,1,75,30,1
4181,Farm stay,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,3,1,3,0,1,2496,0,1
4182,Bed and breakfast,Private room,Real Bed,1,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,1,0,2,25,0,1
4183,Apartment,Entire home/apt,Real Bed,5,5,flexible,2/11/2019 5:00,2/11/2019 5:00,6,2,4,0,1,1499,0,1
4184,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,2,4,0,1,150,0,1
4185,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,1,4,1,261,0,1
4186,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,4,1,1,0,1,769,0,1
4187,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,3,1,1,0,1,200,0,1
4188,Apartment,Private room,Real Bed,1,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,1,1,1,0,1.5,23,0,1
4189,Apartment,Private room,Real Bed,2,30,flexible,2/16/2019 5:00,2/16/2019 5:00,2,1,1,0,1,45,0,1
4190,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,2,2,30,0,1
4191,Guesthouse,Private room,Real Bed,32,180,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,1,1,1,10,1,16,0,1
4192,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,3,1,2,0,1,158,0,1
4193,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,4,2,3,3,1,416,0,1
4194,Hotel,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,3,1,2,3,1,298,0,1
